record_id,source_database,source_file,source_record_key,search_run_id,metadata_format,bibtex_entry_type,title,authors,year,venue,doi,url,abstract,raw_identifier,normalized_title,normalized_doi,record_hash,duplicate_status,duplicate_of,dedup_key_type,screening_candidate_id,screening_stage,screening_decision,decision_basis
SRCREC-0658,SpringerLink,SpringerLink/1. SearchResults.csv,10.1007/s10207-023-00774-z,1,CSV,Article,Fairness as a Service (FaaS): verifiable and privacy-preserving fairness auditing of machine learning systems,Ehsan ToreiniMaryam MehrnezhadAad van Moorsel,2023,International Journal of Information Security,10.1007/s10207-023-00774-z,https://link.springer.com/article/10.1007/s10207-023-00774-z,,10.1007/s10207-023-00774-z,fairness as a service faas verifiable and privacy preserving fairness auditing of machine learning systems,101007s1020702300774z,b39a00465e940c40,unique,,doi,TA-0087,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-1236,SpringerLink,SpringerLink/8. SearchResults.csv,10.1007/s00146-023-01726-w,8,CSV,Article,More or less discrimination? Practical feasibility of fairness auditing of technologies for personnel selection,Helena MihaljevićIvana MüllerKatja DillAysel Yollu-TokMaximilian von Grafenstein,2023,AI & SOCIETY,10.1007/s00146-023-01726-w,https://link.springer.com/article/10.1007/s00146-023-01726-w,,10.1007/s00146-023-01726-w,more or less discrimination practical feasibility of fairness auditing of technologies for personnel selection,101007s0014602301726w,020504a4f04f4f56,unique,,doi,TA-0088,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0774,SpringerLink,SpringerLink/3. SearchResults.csv,10.1007/s00766-024-00431-4,3,CSV,Article,RM4ML: requirements model for machine learning-enabled software systems,Yilong YangBingjie ZengJuntao Gao,2024,Requirements Engineering,10.1007/s00766-024-00431-4,https://link.springer.com/article/10.1007/s00766-024-00431-4,,10.1007/s00766-024-00431-4,rm4ml requirements model for machine learning enabled software systems,101007s00766024004314,4ec41bb1d220d9c4,unique,,doi,TA-0089,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0048,ACM Digital Library,ACM Digital Library/2. acm.bib,10.1145/3510003.3510209,2,BibTeX,inproceedings,"Collaboration challenges in building ML-enabled systems: communication, documentation, engineering, and process","Nahar, Nadia and Zhou, Shurui and Lewis, Grace and K\""{a}stner, Christian",2022,Proceedings of the 44th International Conference on Software Engineering,10.1145/3510003.3510209,https://doi.org/10.1145/3510003.3510209,"The introduction of machine learning (ML) components in software projects has created the need for software engineers to collaborate with data scientists and other specialists. While collaboration can always be challenging, ML introduces additional challenges with its exploratory model development process, additional skills and knowledge needed, difficulties testing ML systems, need for continuous evolution and monitoring, and non-traditional quality requirements such as fairness and explainability. Through interviews with 45 practitioners from 28 organizations, we identified key collaboration challenges that teams face when building and deploying ML systems into production. We report on common collaboration points in the development of production ML systems for requirements, data, and integration, as well as corresponding team patterns and challenges. We find that most of these challenges center around communication, documentation, engineering, and process, and collect recommendations to address these challenges.",10.1145/3510003.3510209,collaboration challenges in building ml enabled systems communication documentation engineering and process,10114535100033510209,7d02160d44683519,unique,,doi,TA-0090,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0144,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3531146.3533113,7,BibTeX,inproceedings,Exploring How Machine Learning Practitioners (Try To) Use Fairness Toolkits,"Deng, Wesley Hanwen and Nagireddy, Manish and Lee, Michelle Seng Ah and Singh, Jatinder and Wu, Zhiwei Steven and Holstein, Kenneth and Zhu, Haiyi",2022,"Proceedings of the 2022 ACM Conference on Fairness, Accountability, and Transparency",10.1145/3531146.3533113,https://doi.org/10.1145/3531146.3533113,"Recent years have seen the development of many open-source ML fairness toolkits aimed at helping ML practitioners assess and address unfairness in their systems. However, there has been little research investigating how ML practitioners actually use these toolkits in practice. In this paper, we conducted the first in-depth empirical exploration of how industry practitioners (try to) work with existing fairness toolkits. In particular, we conducted think-aloud interviews to understand how participants learn about and use fairness toolkits, and explored the generality of our findings through an anonymous online survey. We identified several opportunities for fairness toolkits to better address practitioner needs and scaffold them in using toolkits effectively and responsibly. Based on these findings, we highlight implications for the design of future open-source fairness toolkits that can support practitioners in better contextualizing, communicating, and collaborating around ML fairness efforts.",10.1145/3531146.3533113,exploring how machine learning practitioners try to use fairness toolkits,10114535311463533113,9994c10307763840,unique,,doi,TA-0091,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0113,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3680463,5,BibTeX,article,An Empirical Study of Testing Machine Learning in the Wild,"Openja, Moses and Khomh, Foutse and Foundjem, Armstrong and Jiang, Zhen Ming (Jack) and Abidi, Mouna and Hassan, Ahmed E.",2024,ACM Trans. Softw. Eng. Methodol.,10.1145/3680463,https://doi.org/10.1145/3680463,"Background: Recently, machine and deep learning (ML/DL) algorithms have been increasingly adopted in many software systems. Due to their inductive nature, ensuring the quality of these systems remains a significant challenge for the research community. Traditionally, software systems were constructed deductively, by writing explicit rules that govern the behavior of the system as program code. However, ML/DL systems infer rules from training data i.e., they are generated inductively. Recent research in ML/DL quality assurance has adapted concepts from traditional software testing, such as mutation testing, to improve reliability. However, it is unclear if these proposed testing techniques are adopted in practice, or if new testing strategies have emerged from real-world ML deployments. There is little empirical evidence about the testing strategies.Aims: To fill this gap, we perform the first fine-grained empirical study on ML testing in the wild to identify the ML properties being tested, the testing strategies, and their implementation throughout the ML workflow.Method: We conducted a mixed-methods study to understand ML software testing practices. We analyzed test files and cases from 11 open-source ML/DL projects on GitHub. Using open coding, we manually examined the testing strategies, tested ML properties, and implemented testing methods to understand their practical application in building and releasing ML/DL software systems.Results: Our findings reveal several key insights: (1) The most common testing strategies, accounting for less than 40\%, are Grey-box and White-box methods, such as Negative Testing, Oracle Approximation, and Statistical Testing. (2) A wide range of (17) ML properties are tested, out of which only 20\% to 30\% are frequently tested, including Consistency, Correctness, and Efficiency. (3) Bias and Fairness is more tested in Recommendation (6\%) and Computer Vision (CV) (3.9\%) systems, while Security and Privacy is tested in CV (2\%), Application Platforms (0.9\%), and NLP (0.5\%). (4) We identified 13 types of testing methods, such as Unit Testing, Input Testing, and Model Testing.Conclusions: This study sheds light on the current adoption of software testing techniques and highlights gaps and limitations in existing ML testing practices.",10.1145/3680463,an empirical study of testing machine learning in the wild,1011453680463,e4d5d825c2ea7e75,unique,,doi,TA-0092,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0150,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3711919.3728679,7,BibTeX,inproceedings,An Investigation into Open Source Fairness Tool Sustainability,"Mim, Sadia Afrin and Vares, Fatemeh and Meenly, Andrew and Johnson, Brittany",2025,Proceedings of the 1st International Workshop on Responsible Software Engineering,10.1145/3711919.3728679,https://doi.org/10.1145/3711919.3728679,"As our society grows increasingly reliant on artificial intelligence, the need to mitigate risk and harm has become paramount. In response, researchers and practitioners have rallied to provide tools that help mitigate risks and harms by detecting and mitigating un-desired bias, commonly known as fairness tools. Many of these tools are made available free to the public for use and adaptation. The increase in available tooling is promising, however, little is known about the landscape of tools available beyond the ones commonly discussed (e.g., AI Fairness 360, Fairlearn). Since fairness is an ongoing necessity, the tools must be built for long-term sustainability. Using an existing set of fairness tools as a guide, we systematically searched for the current state of art in GitHub and identified 50 projects. We then analyzed various aspects of these tools' repositories to assess the community engagement (are developers using or engaging with them) and maintenance of these tools in practice. Our findings suggest diverse kinds of engagements with these tool repositories, indicating their embrace of open source. Furthermore, we found that some tools are more well-maintained than others, which may affect usage in practice. Our findings revealed that 53\% of fairness projects become inactive within the first three years.",10.1145/3711919.3728679,an investigation into open source fairness tool sustainability,10114537119193728679,dd8715f2ddf3a260,unique,,doi,TA-0093,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0141,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3733838,7,BibTeX,article,Practitioners and Bias in Machine Learning: A Study,"Cinca, Robert and Costanza, Enrico and Musolesi, Mirco",2025,ACM Trans. Interact. Intell. Syst.,10.1145/3733838,https://doi.org/10.1145/3733838,"The increasing adoption of machine learning (ML) raises ethical concerns, particularly regarding bias. This study explores how ML practitioners with limited experience in bias understand and apply bias definitions, detection measures, and mitigation methods. Through a take-home task, exercises, and interviews with 22 participants, we identified five key themes: sources of bias, selecting bias metrics, detecting bias, mitigating bias, and ethical considerations. Participants faced unresolved conflicts, such as applying fairness definitions in practice, selecting context-dependent bias metrics, addressing real-world biases, balancing model performance with bias mitigation, and relying on personal perspectives over data-driven metrics. While bias mitigation techniques helped identify biases in two datasets, participants could not fully eliminate bias, citing the oversimplification of complex processes into models with limited variables. We propose designing bias detection tools that encourage practitioners to focus on the underlying assumptions and integrating bias concepts into ML practices, such as using a harmonic mean-based approach, akin to the F1 score, to balance bias and accuracy.",10.1145/3733838,practitioners and bias in machine learning a study,1011453733838,f8f8a4b0fee748a0,unique,,doi,TA-0094,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0063,ACM Digital Library,ACM Digital Library/3. acm.bib,10.1145/3715111,3,BibTeX,article,Software Engineering by and for Humans in an AI Era,"Abrah\~{a}o, Silvia and Grundy, John and Pezz\`{e}, Mauro and Storey, Margaret-Anne and Tamburri, Damian A.",2025,ACM Trans. Softw. Eng. Methodol.,10.1145/3715111,https://doi.org/10.1145/3715111,"The landscape of software engineering is undergoing a transformative shift driven by advancements in machine learning, Artificial Intelligence (AI), and autonomous systems. This roadmap article explores how these technologies are reshaping the field, positioning humans not only as end users but also as critical components within expansive software ecosystems. We examine the challenges and opportunities arising from this human-centered paradigm, including ethical considerations, fairness, and the intricate interplay between technical and human factors. By recognizing humans at the heart of the software lifecycle—spanning professional engineers, end users, and end user developers—we emphasize the importance of inclusivity, human-aligned workflows, and the seamless integration of AI-augmented socio-technical systems. As software systems evolve to become more intelligent and human-centric, software engineering practices must adapt to this new reality. This article provides a comprehensive examination of this transformation, outlining current trends, key challenges, and opportunities that define the emerging research and practice landscape, and envisioning a future where software engineering and AI work synergistically to place humans at the core of the ecosystem.",10.1145/3715111,software engineering by and for humans in an ai era,1011453715111,29019d3b00e76712,unique,,doi,TA-0095,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0429,ScienceDirect,ScienceDirect/1. ScienceDirect_citations.bib,KOZODOI20221083,1,BibTeX,article,"Fairness in credit scoring: Assessment, implementation and profit implications",Nikita Kozodoi and Johannes Jacob and Stefan Lessmann,2022,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2021.06.023,https://www.sciencedirect.com/science/article/pii/S0377221721005385,"The rise of algorithmic decision-making has spawned much research on fair machine learning (ML). Financial institutions use ML for building risk scorecards that support a range of credit-related decisions. Yet, the literature on fair ML in credit scoring is scarce. The paper makes three contributions. First, we revisit statistical fairness criteria and examine their adequacy for credit scoring. Second, we catalog algorithmic options for incorporating fairness goals in the ML model development pipeline. Last, we empirically compare different fairness processors in a profit-oriented credit scoring context using real-world data. The empirical results substantiate the evaluation of fairness measures, identify suitable options to implement fair credit scoring, and clarify the profit-fairness trade-off in lending decisions. We find that multiple fairness criteria can be approximately satisfied at once and recommend separation as a proper criterion for measuring the fairness of a scorecard. We also find fair in-processors to deliver a good balance between profit and fairness and show that algorithmic discrimination can be reduced to a reasonable level at a relatively low cost. The codes corresponding to the paper are available on GitHub.",https://doi.org/10.1016/j.ejor.2021.06.023,fairness in credit scoring assessment implementation and profit implications,httpsdoiorg101016jejor202106023,2e9d96ad9c11e7be,unique,,doi,TA-0096,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0463,ScienceDirect,ScienceDirect/2. ScienceDirect.bib,JOHNSON2023100031,2,BibTeX,article,"Fairkit, fairkit, on the wall, who’s the fairest of them all? Supporting fairness-related decision-making",Brittany Johnson and Jesse Bartola and Rico Angell and Sam Witty and Stephen Giguere and Yuriy Brun,2023,EURO Journal on Decision Processes,https://doi.org/10.1016/j.ejdp.2023.100031,https://www.sciencedirect.com/science/article/pii/S2193943823000043,"Modern software relies heavily on data and machine learning, and affects decisions that shape our world. Unfortunately, recent studies have shown that because of biases in data, software systems frequently inject bias into their decisions, from producing more errors when transcribing women’s than men’s voices to overcharging people of color for financial loans. To address bias in software, data scientists and software engineers need tools that help them understand the trade-offs between model quality and fairness in their specific data domains. Toward that end, we present fairkit-learn, an interactive toolkit for helping engineers reason about and understand fairness. Fairkit-learn supports over 70 definition of fairness and works with state-of-the-art machine learning tools, using the same interfaces to ease adoption. It can evaluate thousands of models produced by multiple machine learning algorithms, hyperparameters, and data permutations, and compute and visualize a small Pareto-optimal set of models that describe the optimal trade-offs between fairness and quality. Engineers can then iterate, improving their models and evaluating them using fairkit-learn. We evaluate fairkit-learn via a user study with 54 students, showing that students using fairkit-learn produce models that provide a better balance between fairness and quality than students using scikit-learn and IBM AI Fairness 360 toolkits. With fairkit-learn, users can select models that are up to 67% more fair and 10% more accurate than the models they are likely to train with scikit-learn.",https://doi.org/10.1016/j.ejdp.2023.100031,fairkit fairkit on the wall who s the fairest of them all supporting fairness related decision making,httpsdoiorg101016jejdp2023100031,2fe5a2b6480d69f0,unique,,doi,TA-0097,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0630,ScienceDirect,ScienceDirect/8. ScienceDirect.bib,AGARWAL2025535,8,BibTeX,article,"A five-layer framework for AI governance: integrating regulation, standards, and certification",Avinash Agarwal and Manisha J. Nene,2025,"Transforming Government: People, Process and Policy",https://doi.org/10.1108/TG-03-2025-0065,https://www.sciencedirect.com/science/article/pii/S1750616625000046,"Purpose The governance of artificial intelligence (AI) systems requires a structured approach that connects high-level regulatory principles with practical implementation. Existing frameworks lack clarity on how regulations translate into conformity mechanisms, leading to gaps in compliance and enforcement. This paper aims to address this critical gap in AI governance. Design/methodology/approach A five-layer AI governance framework is proposed, spanning from broad regulatory mandates to specific standards, assessment methodologies and certification processes. By narrowing its scope through progressively focused layers, the framework provides a structured pathway to meet technical, regulatory and ethical requirements. Its applicability is validated through two case studies on AI fairness and AI incident reporting. Findings The case studies demonstrate the framework’s ability to identify gaps in legal mandates, standardization and implementation. It adapts to both global and region-specific AI governance needs, mapping regulatory mandates with practical applications to improve compliance and risk management. Practical implications By offering a clear and actionable roadmap, this work contributes to global AI governance by equipping policymakers, regulators and industry stakeholders with a model to enhance compliance and risk management. Social implications The framework supports the development of policies that build public trust and promote the ethical use of AI for the benefit of society. Originality/value This study proposes a five-layer AI governance framework that bridges high-level regulatory mandates and implementation guidelines. Validated through case studies on AI fairness and incident reporting, it identifies gaps such as missing standardized assessment procedures and reporting mechanisms, providing a structured foundation for targeted governance measures.",https://doi.org/10.1108/TG-03-2025-0065,a five layer framework for ai governance integrating regulation standards and certification,httpsdoiorg101108tg0320250065,47a09a8fefb56c58,unique,,doi,TA-0098,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0567,ScienceDirect,ScienceDirect/6. ScienceDirect.bib,ALMASI2026107912,6,BibTeX,article,Adaptive Pareto Exploration (APEX) for Fairness-Aware Hyperparameter Optimization in FairPilot,Mohammadsina Almasi and Nazanin Nezami and Francesco {Di Carlo} and Abolfazl Asudeh and Hadis Anahideh,2026,Information and Software Technology,https://doi.org/10.1016/j.infsof.2025.107912,https://www.sciencedirect.com/science/article/pii/S0950584925002514,"Context: The integration of machine learning (ML) into high-stakes software systems, such as those used in education, criminal justice, and finance, has elevated concerns over fairness, transparency, and accountability. Traditional hyperparameter optimization approaches often overlook fairness considerations, limiting their suitability for responsible AI development. Objectives: This work introduces APEX, a fairness-aware MOBO algorithm, and FairPilot, an interactive system for exploring accuracy–fairness trade-offs. We aim to enable practitioners to explore and operationalize fairness-aware ML configurations more effectively. Methods: APEX, integrates a Pareto-based coordinate selection strategy and a perturbation mechanism that prioritizes hyperparameters based on their joint influence on fairness and accuracy. Built on that, FairPilot visualizes trade-offs between fairness and accuracy across ML models and metrics. We evaluate the system across diverse datasets (e.g., COMPAS, ELS, German Credit) and multiple model types. Results: APEX consistently outperforms baseline optimization strategies such as ParEGO and EHVI, achieving higher hypervolume coverage and converging more quickly to fairness–accuracy trade-offs of superior quality. An analysis of hyperparameter importance reveals that regularization parameters play a central role in improving fairness while preserving predictive performance. Conclusions: FairPilot and APEX jointly provide a novel, user-centered, and algorithmically grounded approach to fairness-aware ML. By supporting both visual decision-making and targeted optimization, our system facilitates responsible model development, offering a practical and extensible solution for fairness in software systems.",https://doi.org/10.1016/j.infsof.2025.107912,adaptive pareto exploration apex for fairness aware hyperparameter optimization in fairpilot,httpsdoiorg101016jinfsof2025107912,6c377c2dc8ebdeec,unique,,doi,TA-0099,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0147,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3411764.3445604,7,BibTeX,inproceedings,Towards Fairness in Practice: A Practitioner-Oriented Rubric for Evaluating Fair ML Toolkits,"Richardson, Brianna and Garcia-Gathright, Jean and Way, Samuel F. and Thom, Jennifer and Cramer, Henriette",2021,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,10.1145/3411764.3445604,https://doi.org/10.1145/3411764.3445604,"In order to support fairness-forward thinking by machine learning (ML) practitioners, fairness researchers have created toolkits that aim to transform state-of-the-art research contributions into easily-accessible APIs. Despite these efforts, recent research indicates a disconnect between the needs of practitioners and the tools offered by fairness research. By engaging 20 ML practitioners in a simulated scenario in which they utilize fairness toolkits to make critical decisions, this work aims to utilize practitioner feedback to inform recommendations for the design and creation of fair ML toolkits. Through the use of survey and interview data, our results indicate that though fair ML toolkits are incredibly impactful on users’ decision-making, there is much to be desired in the design and demonstration of fairness results. To support the future development and evaluation of toolkits, this work offers a rubric that can be used to identify critical components of Fair ML toolkits.",10.1145/3411764.3445604,towards fairness in practice a practitioner oriented rubric for evaluating fair ml toolkits,10114534117643445604,a2891699222ca71d,unique,,doi,TA-0100,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0072,ACM Digital Library,ACM Digital Library/3. acm.bib,10.1145/3550356.3561609,3,BibTeX,inproceedings,Industrial requirements for supporting AI-enhanced model-driven engineering,"Bergelin, Johan and Strandberg, Per Erik",2022,Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings,10.1145/3550356.3561609,https://doi.org/10.1145/3550356.3561609,"There is an increasing interest in research on the combination of AI techniques and methods with MDE. However, there is a gap between AI and MDE practices, as well as between researchers and practitioners. This paper tackles this gap by reporting on industrial requirements in this field. In the AIDOaRt research project, practitioners and researchers collaborate on AI-augmented automation supporting modeling, coding, testing, monitoring, and continuous development in cyber-physical systems. The project specifically lies at the intersection of industry and academia collaboration with several industrial use cases. Through a process of elicitation and refinement, 78 high-level requirements were defined, and generalized into 30 generic requirements by the AIDOaRt partners. The main contribution of this paper is the set of generic requirements from the project for enhancing the development of cyber-physical systems with artificial intelligence, DevOps, and model-driven engineering, identifying the hot spots of industry needs in the interactions of MDE and AI. Future work will refine, implement and evaluate solutions toward these requirements in industry contexts.",10.1145/3550356.3561609,industrial requirements for supporting ai enhanced model driven engineering,10114535503563561609,05050b78850d6ef8,unique,,doi,TA-0101,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0148,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3610302,7,BibTeX,article,"Fairness in Recommendation: Foundations, Methods, and Applications","Li, Yunqi and Chen, Hanxiong and Xu, Shuyuan and Ge, Yingqiang and Tan, Juntao and Liu, Shuchang and Zhang, Yongfeng",2023,ACM Trans. Intell. Syst. Technol.,10.1145/3610302,https://doi.org/10.1145/3610302,"As one of the most pervasive applications of machine learning, recommender systems are playing an important role on assisting human decision-making. The satisfaction of users and the interests of platforms are closely related to the quality of the generated recommendation results. However, as a highly data-driven system, recommender system could be affected by data or algorithmic bias and thus generate unfair results, which could weaken the reliance of the systems. As a result, it is crucial to address the potential unfairness problems in recommendation settings. Recently, there has been growing attention on fairness considerations in recommender systems with more and more literature on approaches to promote fairness in recommendation. However, the studies are rather fragmented and lack a systematic organization, thus making it difficult to penetrate for new researchers to the domain. This motivates us to provide a systematic survey of existing works on fairness in recommendation. This survey focuses on the foundations for fairness in recommendation literature. It first presents a brief introduction about fairness in basic machine learning tasks such as classification and ranking to provide a general overview of fairness research, as well as introduce the more complex situations and challenges that need to be considered when studying fairness in recommender systems. After that, the survey will introduce fairness in recommendation with a focus on the taxonomies of current fairness definitions, the typical techniques for improving fairness, as well as the datasets for fairness studies in recommendation. The survey also talks about the challenges and opportunities in fairness research with the hope of promoting the fair recommendation research area and beyond.",10.1145/3610302,fairness in recommendation foundations methods and applications,1011453610302,488ee7de8143ef02,unique,,doi,TA-0102,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0086,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3593013.3594037,4,BibTeX,inproceedings,Investigating Practices and Opportunities for Cross-functional Collaboration around AI Fairness in Industry Practice,"Deng, Wesley Hanwen and Yildirim, Nur and Chang, Monica and Eslami, Motahhare and Holstein, Kenneth and Madaio, Michael",2023,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",10.1145/3593013.3594037,https://doi.org/10.1145/3593013.3594037,"An emerging body of research indicates that ineffective cross-functional collaboration – the interdisciplinary work done by industry practitioners across roles – represents a major barrier to addressing issues of fairness in AI design and development. In this research, we sought to better understand practitioners’ current practices and tactics to enact cross-functional collaboration for AI fairness, in order to identify opportunities to support more effective collaboration. We conducted a series of interviews and design workshops with 23 industry practitioners spanning various roles from 17 companies. We found that practitioners engaged in bridging work to overcome frictions in understanding, contextualization, and evaluation around AI fairness across roles. In addition, in organizational contexts with a lack of resources and incentives for fairness work, practitioners often piggybacked on existing requirements (e.g., for privacy assessments) and AI development norms (e.g., the use of quantitative evaluation metrics), although they worry that these tactics may be fundamentally compromised. Finally, we draw attention to the invisible labor that practitioners take on as part of this bridging and piggybacking work to enact interdisciplinary collaboration for fairness. We close by discussing opportunities for both FAccT researchers and AI practitioners to better support cross-functional collaboration for fairness in the design and development of AI systems.",10.1145/3593013.3594037,investigating practices and opportunities for cross functional collaboration around ai fairness in industry practice,10114535930133594037,38f66c465e5e2b33,unique,,doi,TA-0103,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0139,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3600211.3604674,7,BibTeX,inproceedings,"“☑ Fairness Toolkits, A Checkbox Culture?” On the Factors that Fragment Developer Practices in Handling Algorithmic Harms","Balayn, Agathe and Yurrita, Mireia and Yang, Jie and Gadiraju, Ujwal",2023,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604674,https://doi.org/10.1145/3600211.3604674,"Fairness toolkits are developed to support machine learning (ML) practitioners in using algorithmic fairness metrics and mitigation methods. Past studies have investigated practical challenges for toolkit usage, which are crucial to understanding how to support practitioners. However, the extent to which fairness toolkits impact practitioners’ practices and enable reflexivity around algorithmic harms remains unclear (i.e., distributive unfairness beyond algorithmic fairness, and harms that are not related to the outputs of ML systems). Little is currently understood about the root factors that fragment practices when using fairness toolkits and how practitioners reflect on algorithmic harms. Yet, a deeper understanding of these facets is essential to enable the design of support tools for practitioners. To investigate the impact of toolkits on practices and identify factors that shape these practices, we carried out a qualitative study with 30 ML practitioners with varying backgrounds. Through a mixed within and between-subjects design, we tasked the practitioners with developing an ML model, and analyzed their reported practices to surface potential factors that lead to differences in practices. Interestingly, we found that fairness toolkits act as double-edge swords — with potentially positive and negative impacts on practices. Our findings showcase a plethora of human and organizational factors that play a key role in the way toolkits are envisioned and employed. These results bear implications for the design of future toolkits and educational training for practitioners and call for the creation of new policies to handle the organizational constraints faced by practitioners.",10.1145/3600211.3604674,fairness toolkits a checkbox culture on the factors that fragment developer practices in handling algorithmic harms,10114536002113604674,6da7fd7e98cce85d,unique,,doi,TA-0104,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0089,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1613/jair.1.14747,4,BibTeX,article,Can Fairness be Automated? Guidelines and Opportunities for Fairness-aware AutoML,"Weerts, Hilde and Pfisterer, Florian and Feurer, Matthias and Eggensperger, Katharina and Bergman, Edward and Awad, Noor and Vanschoren, Joaquin and Pechenizkiy, Mykola and Bischl, Bernd and Hutter, Frank",2024,J. Artif. Int. Res.,10.1613/jair.1.14747,https://doi.org/10.1613/jair.1.14747,"The field of automated machine learning (AutoML) introduces techniques that automate parts of the development of machine learning (ML) systems, accelerating the process and reducing barriers for novices. However, decisions derived from ML models can reproduce, amplify, or even introduce unfairness in our societies, causing harm to (groups of) individuals. In response, researchers have started to propose AutoML systems that jointly optimize fairness and predictive performance to mitigate fairness-related harm. However, fairness is a complex and inherently interdisciplinary subject, and solely posing it as an optimization problem can have adverse side effects. With this work, we aim to raise awareness among developers of AutoML systems about such limitations of fairness-aware AutoML, while also calling attention to the potential of AutoML as a tool for fairness research. We present a comprehensive overview of different ways in which fairness-related harm can arise and the ensuing implications for the design of fairness-aware AutoML. We conclude that while fairness cannot be automated, fairness-aware AutoML can play an important role in the toolbox of ML practitioners. We highlight several open technical challenges for future work in this direction. Additionally, we advocate for the creation of more user-centered assistive systems designed to tackle challenges encountered in fairness work. This article appears in the AI \&amp; Society track.",10.1613/jair.1.14747,can fairness be automated guidelines and opportunities for fairness aware automl,101613jair114747,2ee8ab8e66fbd1dd,unique,,doi,TA-0105,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
